cap_unit,cap_includes_presale,token_type,total_number_of_tokens,token_standard,additional_token_emissions,Crowdsale is auction,Has a presale,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,Total amount raised (USDm),BTC_ret_ico_period,Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,Team tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",presale_transparent,industry.1,length_of_ico
USD,1,Security,100000000.0,ERC-20,0,0,1,1,25.0,0,0,0,0,0,1.0,0,1,0,0.0,0.0,0,1,No,No,0,0,0,unknown,joint-stock corporation,Malta,0,0,0,0,0,1,1,1,0,0,0,Trading & Exchanges,10.0,0,1,1,USD,USD,0.0,9.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,46.0,1,Trading & Exchanges,3
tokens,0,Utility-token,1000000000.0,ERC-20,0,0,1,1,26.0,0,0,4,0,1,0.0,0,1,0,0.0,0.0,0,1,Funders Club,Tim Draper; Pantera Capital; Fenbushi Capital; DCG; Huiyin Blockchain Ventures; Medici Ventures; Boost VC; Barry Silbert,0,1,1,high,joint-stock corporation,Cayman Islands,0,0,0,0,0,0,0,1,0,0,0,Finance,38.0,0,1,0,tokens,tokens,0.0,0.0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,18,13.0,1,Finance,17
ETH,0,Utility-token,83000000.0,ERC-20,0,0,1,1,22.0,1,1,0,0,0,1.0,1,1,0,0.0,0.0,1,0,No,No,0,0,0,high,joint-stock corporation,Switzerland,0,0,0,0,0,0,1,0,1,0,0,Trading & Exchanges,15.0,0,1,1,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,2,32.0,1,Trading & Exchanges,1
USD,1,Security,100000000.0,ERC-20,0,0,0,0,78.0,1,0,6,1,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,unknown,limited liability partnership,Singapore,0,0,0,1,0,1,1,0,0,1,0,Finance,12.0,1,1,1,USD,USD,1.0,0.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,73,73.0,1,Finance,72
USD,0,Utility-token,6000000000.0,ERC-20,0,0,1,1,29.0,1,1,2,0,0,1.0,1,1,0,1.0,0.0,0,1,Accenture Fintech Lab Accelerator; SCB Digital Ventures; Cyberport Accelerator,No,0,1,0,high,limited liability partnership,Mauritius,0,0,0,0,0,1,0,0,1,0,0,Identity & Reputation,22.0,0,1,1,USD,USD,0.0,0.0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,18.0,1,Identity & Reputation,0
tokens,0,Cryptocurrency,124131896.0,ERC-20,0,0,1,1,20.0,0,0,4,0,0,0.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,high,limited liability partnership,United Kingdom,0,0,0,0,0,0,1,0,1,1,0,Charity,4.0,0,0,0,tokens,tokens,0.0,20.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,31,31.0,0,Charity,30
USD,1,Utility-token,32000000.0,ERC-20,0,0,0,1,55.0,0,0,1,0,1,1.0,1,1,0,1.0,0.0,1,0,No,No,1,0,0,low,joint-stock corporation,Hong Kong,0,0,0,0,0,1,1,1,1,1,0,Finance,4.0,0,1,0,USD,USD,0.0,46.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,85,77.0,1,Finance,84
tokens,1,Utility-token,800000000.0,ERC-20,0,1,1,1,36.0,0,0,1,0,0,1.0,1,1,0,1.0,0.0,1,0,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,CM Crypto Capital; Hashed,0,0,1,high,joint-stock corporation,Hong Kong,0,0,0,0,0,1,0,1,1,1,0,Commerce & Advertising,22.0,1,1,1,tokens,tokens,0.0,30.0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,18,18.0,1,Commerce & Advertising,17
USD,0,Security,1000000000.0,ERC-20,0,0,1,1,28.0,0,0,2,0,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,neutral,limited liability partnership,Switzerland,0,0,0,0,0,0,0,0,1,1,0,Events & Entertainment,6.0,0,1,1,USD,USD,0.0,33.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,28,1.0,0,Events & Entertainment,27
USD,1,Utility-token,1000000000.0,ERC-20,0,0,1,1,53.0,1,1,0,0,1,1.0,1,1,0,0.0,0.0,0,1,No,No,1,1,1,high,foundation,Netherlands,1,0,0,0,0,1,1,1,0,0,0,Data Analytics,33.0,0,1,0,USD,USD,0.0,0.0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2,2.0,1,Data Analytics,1
tokens,1,Utility-token,573145078.0,ERC-20,0,0,0,1,33.0,0,0,3,0,1,1.0,0,1,0,1.0,0.0,1,0,Singulariteam,No,0,1,1,high,joint-stock corporation,Switzerland,0,0,0,0,0,0,0,0,0,0,0,Communications,158.0,0,0,0,tokens,tokens,1.0,50.0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,14,14.0,1,Communications,13
ETH,1,Utility-token,488183483.0,ERC-20,0,0,0,1,18.0,0,0,0,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,unknown,joint-stock corporation,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,Video Games & VR,3.0,0,1,1,ETH,ETH,0.0,17.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,31,31.0,1,Video Games & VR,30
tokens,1,Security,722932.0,ERC-20,0,0,0,1,21.0,1,0,10,1,0,1.0,0,0,0,0.0,0.0,1,0,No,No,1,1,0,unknown,joint-stock corporation,United Kingdom,0,1,0,0,0,0,1,0,0,0,0,Finance,2.0,0,0,0,tokens,tokens,3.0,0.0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,46,46.0,1,Finance,45
tokens,1,Utility-token,16714020.0,ERC-20,0,0,0,1,22.0,0,0,3,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,low,joint-stock corporation,Australia,0,0,0,0,0,0,0,0,0,0,0,Social Networks,6.0,0,1,1,tokens,tokens,0.0,41.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,50,50.0,1,Social Networks,49
USD,1,Utility-token,150000000.0,ERC-20,0,0,0,1,45.0,1,1,6,1,1,0.0,0,1,0,1.0,0.0,1,0,No,No,0,0,0,neutral,joint-stock corporation,British Virgin Islands,0,0,0,0,0,1,1,1,0,0,0,Social Networks,2.0,0,1,1,USD,USD,0.0,15.0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29,26.0,1,Social Networks,28
ETH,1,Utility-token,444000000.0,ERC-20,0,0,1,1,42.0,0,0,2,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,1,0,0,low,joint-stock corporation,Singapore,0,0,0,0,0,0,1,0,0,0,0,Blockchain Infrastructure,47.0,0,1,0,ETH,ETH,0.0,0.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5,5.0,1,Blockchain Infrastructure,4
ETH,1,Utility-token,500000000.0,ERC-20,0,1,0,1,44.0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Switzerland,0,0,0,0,0,1,1,1,1,1,0,Blockchain Infrastructure,23.0,0,1,0,ETH,ETH,0.0,38.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,11,11.0,1,Blockchain Infrastructure,10
USD,0,Utility-token,378851756.0,ERC-20,0,0,1,1,41.0,1,1,0,0,1,0.0,0,1,0,0.0,0.0,1,0,No,No,1,0,1,low,joint-stock corporation,Mauritius,0,0,0,0,0,1,1,0,0,1,0,Commerce & Advertising,11.0,0,1,1,USD,USD,1.0,38.0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,25,25.0,1,Commerce & Advertising,24
tokens,1,Utility-token,480000000.0,ERC-20,0,0,1,1,23.0,0,0,0,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,0,0,unknown,joint-stock corporation,Cayman Islands,0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,27.0,1,1,1,tokens,tokens,0.0,10.0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,24,24.0,1,Trading & Exchanges,23
USD,1,Security,70673454.0,ERC-20,0,0,1,1,22.0,1,0,3,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,1,high,joint-stock corporation,United Kingdom,0,0,0,0,0,1,1,1,0,0,0,Finance,5.0,1,1,1,USD,USD,0.0,9.0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,20,20.0,1,Finance,19
USD,1,Security,5000000.0,Waves,0,0,0,0,23.0,1,0,1,0,1,0.0,0,1,1,0.0,0.0,1,0,Starta Accelerator; Bank Saint Petersburg Venture Arm,No,0,1,1,unknown,joint-stock corporation,Singapore,0,1,0,0,0,0,0,0,0,0,0,Finance,4.0,0,1,1,USD,USD,1.0,0.0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,32.0,1,Finance,1
tokens,1,Utility-token,7314688780.0,ERC-20,0,0,0,1,35.0,1,1,2,0,1,0.0,1,1,0,0.0,0.0,1,0,No,Kenetic Capital,0,0,0,neutral,limited liability partnership,Switzerland,0,0,0,0,0,1,1,0,0,0,0,Blockchain Infrastructure,101.0,0,1,0,tokens,tokens,0.0,0.0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,15.0,1,Blockchain Infrastructure,1
USD,0,Cryptocurrency,8025845771.0,ERC-20,0,0,1,1,40.0,1,1,1,0,0,1.0,0,0,0,0.0,0.0,0,1,No,No,0,0,0,medium,joint-stock corporation,Hong Kong,0,0,0,0,0,1,0,0,0,0,0,Commerce & Advertising,30.0,0,1,1,USD,USD,0.0,30.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,64,79.0,1,Commerce & Advertising,63
USD,0,Utility-token,425000000.0,ERC-20,0,0,1,0,37.0,1,1,3,1,1,1.0,1,1,0,1.0,0.0,0,1,Qualcomm Ventures; Techstars; Google Ventures,No,0,1,1,high,joint-stock corporation,United States,0,0,0,0,0,0,0,0,0,0,0,Data Storage,30.0,0,1,1,USD,USD,1.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,22,34.0,0,Data Storage,21
ETH,1,Utility-token,10000000000.0,ERC-20,0,0,1,1,20.0,1,1,3,1,1,1.0,0,0,0,0.0,0.0,0,1,No,No,0,1,0,high,joint-stock corporation,United States,0,0,0,1,1,1,1,1,0,0,0,Video Games & VR,56.0,1,1,0,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,31,31.0,1,Video Games & VR,30
USD,0,Utility-token,19512211.0,ERC-20,0,0,1,1,57.0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Gibraltar,0,0,0,0,0,0,1,1,0,0,1,Gambling & Betting,30.0,0,1,1,USD,USD,1.0,0.0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,2,15.0,1,Gambling & Betting,1
ETH,1,Utility-token,472000000.0,ERC-20,0,0,0,1,18.0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0,1,No,No,0,1,0,low,joint-stock corporation,United States,0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,14.0,0,1,1,ETH,ETH,0.0,57.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,39,39.0,1,Blockchain Infrastructure,38
ETH,1,Utility-token,122707503.0,ERC-20,0,0,0,0,24.0,0,0,1,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,unknown,unknown,Slovenia,0,0,0,0,0,1,1,0,0,0,0,Energy & Utilities,2.0,0,1,1,ETH,ETH,0.0,14.0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,28,28.0,1,Energy & Utilities,27
USD,0,Security,237614.0,ERC-20,0,0,1,0,19.0,1,0,0,1,1,1.0,0,1,1,0.0,0.0,1,0,Starta Accelerator,No,0,0,1,unknown,joint-stock corporation,Singapore,0,0,0,0,0,0,1,1,0,0,0,Finance,3.0,0,1,1,USD,USD,25.0,41.0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,34,34.0,1,Finance,33
USD,1,Security,7317230.0,ERC-20,0,0,0,1,17.0,0,0,0,0,1,0.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Singapore,0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,7.0,0,1,0,USD,USD,1.0,20.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,32,32.0,1,Trading & Exchanges,31
USD,1,Utility-token,1000000000.0,ERC-20,0,0,1,1,50.0,1,1,3,1,1,0.0,0,1,1,0.0,0.0,0,1,No,No,0,1,1,neutral,limited liability partnership,Germany,0,0,0,0,0,1,1,1,0,0,0,Provenance & Notary,19.0,0,1,0,USD,USD,0.0,13.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,29.0,1,Provenance & Notary,0
USD,1,Utility-token,100000000000.0,ERC-20,0,1,1,1,50.0,0,0,0,0,1,1.0,0,0,0,1.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Singapore,0,0,0,0,0,1,0,0,0,0,0,Payments,25.0,0,1,1,USD,USD,0.0,23.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,21,63.0,0,Payments,20
ETH,1,Security,347870183.0,ERC-20,0,0,1,1,51.0,1,0,2,1,1,0.0,0,1,0,0.0,0.0,1,0,No,Fenbushi Capital; Kenetic Capital,0,0,0,unknown,joint-stock corporation,Singapore,0,0,0,0,0,0,1,0,0,0,0,Payments,105.0,0,1,0,ETH,ETH,1.0,17.0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,31.0,1,Payments,0
tokens,1,Utility-token,1000000000.0,ERC-20,0,0,0,1,34.0,1,0,2,1,0,1.0,1,0,0,1.0,0.0,0,1,No,Blockchain Capital; Digital Currency Group,0,1,0,high,joint-stock corporation,United States,0,0,0,0,0,1,0,0,1,1,0,Privacy & Security,25.0,0,1,0,tokens,tokens,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,2,23.0,1,Privacy & Security,1
tokens,1,Cryptocurrency,59251278.0,ERC-20,0,0,0,1,59.0,1,1,2,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,0,1,0,unknown,limited liability partnership,Netherlands,0,1,0,0,0,0,0,0,0,0,0,Social Networks,9.0,0,1,0,tokens,tokens,0.0,17.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,28,28.0,1,Social Networks,27
ETH,0,Utility-token,6000000000.0,ERC-20,0,0,1,1,25.0,0,0,1,0,1,0.0,0,1,0,1.0,0.0,0,1,Everest;  Link VC,No,0,1,1,high,joint-stock corporation,Cayman Islands,0,0,0,0,0,1,1,1,0,0,0,Finance,14.0,0,1,1,ETH,ETH,0.0,10.0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,17,17.0,0,Finance,16
USD,1,Security,39406760.0,ERC-20,0,0,0,0,29.0,0,0,0,0,0,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,unknown,joint-stock corporation,United Kingdom,0,0,0,0,0,1,0,0,0,0,0,Payments,13.0,0,1,0,USD,USD,1.0,33.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,8.0,1,Payments,0
tokens,1,New Blockchain,100000000.0,ERC-20,0,0,1,1,37.0,1,1,0,0,0,1.0,1,1,0,1.0,0.0,0,1,No,Signum Capital; Connect Capital; Coefficient Ventures,1,0,0,neutral,joint-stock corporation,Singapore,0,0,0,0,0,1,1,1,0,0,0,Blockchain Infrastructure,8.0,0,1,0,tokens,tokens,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,4.0,1,Blockchain Infrastructure,0
USD,1,Utility-token,223534823.0,ERC-20,0,0,1,1,35.0,0,0,0,0,0,1.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Switzerland,0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,42.0,0,1,1,USD,USD,0.0,33.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,33,33.0,1,Trading & Exchanges,32
USD,1,Cryptocurrency,1000000000.0,ERC-20,1,0,1,1,20.0,1,1,8,1,1,0.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,United States,0,0,0,0,0,1,1,0,1,1,1,Social Networks,52.0,0,1,0,USD,USD,0.0,23.0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,28,28.0,0,Social Networks,27
BTC,1,Security,8924668.0,ERC-20,0,0,1,0,34.0,1,1,0,1,1,1.0,1,1,0,0.0,0.0,1,0,No,Pantera Capital,1,0,1,neutral,limited liability partnership,Costa Rica,1,0,1,0,0,1,1,1,0,0,0,Gambling & Betting,5.0,0,1,0,BTC,BTC,1.0,23.0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,30,30.0,1,Gambling & Betting,29
ETH,0,Utility-token,1000000000.0,ERC-20,0,1,1,1,11.0,1,1,3,1,0,1.0,0,0,0,1.0,0.0,0,1,Draper Dragon; Rubicon Venture Capital; Advancit Capital; Indicator Ventures,Blockchain Capital; Alphabit; Pantera Capital,0,1,1,high,joint-stock corporation,Bermuda,0,0,0,0,0,1,0,1,0,0,0,Gambling & Betting,48.0,1,1,0,ETH,ETH,0.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,31,31.0,1,Gambling & Betting,30
USD,1,Cryptocurrency,10000000000.0,ERC-20,0,0,0,1,13.0,1,1,3,1,0,0.0,0,1,0,0.0,0.0,1,0,No,No,0,0,1,high,joint-stock corporation,Cayman Islands,0,0,1,0,0,0,0,0,0,0,0,Payments,19.0,1,1,1,USD,USD,0.0,92.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,61,61.0,1,Payments,60
USD,1,Cryptocurrency,500000000.0,ERC-20,0,0,1,1,38.0,0,0,1,0,0,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,high,joint-stock corporation,Switzerland,0,0,0,0,0,1,1,0,0,0,0,Payments,21.0,0,1,1,USD,USD,0.0,54.0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,19,19.0,1,Payments,18
tokens,1,Utility-token,100000000.0,ERC-20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0,1,No,No,0,0,1,unknown,limited liability partnership,United States,0,0,0,0,0,0,0,0,0,0,0,Finance,0.0,1,1,0,tokens,tokens,5.0,20.0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,32,32.0,1,Finance,31
USD,0,Utility-token,125000000.0,ERC-20,0,0,1,1,21.0,0,0,0,0,1,1.0,0,0,0,1.0,0.0,1,0,Binary Capital; Global Trust Group,No,0,1,1,high,joint-stock corporation,United States,0,0,0,0,0,0,0,0,1,0,1,Art & Music,2.0,0,1,0,USD,USD,0.0,59.0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,30,30.0,0,Art & Music,29
USD,0,Utility-token,200000000.0,ERC-20,0,0,1,1,34.0,1,1,4,1,1,1.0,0,1,0,0.0,0.0,0,1, ABC Accelerator,No,0,1,0,high,joint-stock corporation,Slovenia,0,0,0,0,0,0,0,0,0,0,1,Art & Music,11.0,0,1,1,USD,USD,0.0,12.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,32.0,0,Art & Music,0
ETH,1,Security,33390496.0,ERC-20,0,0,0,1,6.0,1,1,0,1,1,1.0,1,1,0,0.0,0.0,1,0,No,No,0,0,0,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Gambling & Betting,2.0,0,1,0,ETH,ETH,0.0,23.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,28,28.0,1,Gambling & Betting,27
tokens,0,Cryptocurrency,100000000.0,ERC-20,0,0,1,1,40.0,1,0,4,1,1,0.0,0,0,0,0.0,0.0,0,1,No,No,0,0,1,high,joint-stock corporation,Singapore,0,0,0,0,0,1,1,1,0,0,0,Provenance & Notary,12.0,0,1,0,tokens,tokens,0.0,0.0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,62,2.0,1,Provenance & Notary,61
tokens,0,Utility-token,1850000000.0,ERC-20,0,0,1,1,44.0,0,0,2,0,1,0.0,0,1,0,1.0,0.0,1,0,No,Pantera Capital; Kenetic Capital,0,1,1,unknown,unknown,Isle of Man,0,0,0,0,0,1,0,1,0,0,0,Video Games & VR,68.0,0,0,0,tokens,tokens,0.0,50.0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,15,15.0,1,Video Games & VR,14
