cap_unit,cap_includes_presale,token_type,total_number_of_tokens,token_standard,additional_token_emissions,Crowdsale is auction,Has a presale,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,Total amount raised (USDm),BTC_ret_ico_period,Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,Team tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",presale_transparent,industry.1,length_of_ico
USD,1,Utility-token,100000000.0,ERC-20,0,0,1,1,33.0,1,1,5,1,1,1.0,1,1,0,0.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,United Kingdom,0,0,0,0,0,1,0,0,0,0,0,Cloud Computing,29.0,0,1,1,USD,USD,1.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,31,1.0,1,Cloud Computing,30
ETH,0,Utility-token,167270821.0,ERC-20,0,0,1,1,16.0,1,1,1,0,0,1.0,1,1,0,0.0,0.0,1,0,No,No,0,1,0,high,joint-stock corporation,Singapore,0,0,0,0,0,0,1,0,0,0,0,Gambling & Betting,12.0,0,1,0,ETH,ETH,0.0,30.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,23,23.0,0,Gambling & Betting,22
ETH,1,Utility-token,2653841597.0,ERC-20,0,0,1,1,37.0,1,1,1,0,1,0.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,neutral,limited liability partnership,Switzerland,0,0,0,0,0,1,1,1,1,0,0,Commerce & Advertising,7.0,0,1,1,ETH,ETH,0.0,13.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,32,32.0,1,Commerce & Advertising,31
EUR,1,Security,8094002.0,ERC-20,1,0,0,1,26.0,0,0,0,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,1,1,1,neutral,limited liability partnership,Netherlands,0,0,0,0,0,0,0,0,1,0,0,Finance,5.0,0,1,1,EUR,EUR,1.0,38.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29,29.0,1,Finance,28
ETH,1,Utility-token,400000000.0,ERC-223,0,0,0,1,88.0,0,0,0,0,1,1.0,1,1,0,1.0,0.0,0,1,No,No,0,0,1,unknown,joint-stock corporation,Gibraltar,0,1,0,0,0,1,1,0,1,1,1,Finance,21.0,-1,1,0,ETH,ETH,0.0,25.0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,82,82.0,1,Finance,81
ETH,1,Utility-token,2644403342.0,ERC-20,1,0,0,1,15.0,1,1,2,1,0,1.0,1,1,0,1.0,0.0,1,0,No,Kenetic Capital,0,0,0,medium,joint-stock corporation,Cayman Islands,0,0,0,0,0,0,1,1,0,0,0,Video Games & VR,26.0,0,1,0,ETH,ETH,0.0,40.0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,10.0,1,Video Games & VR,0
USD,1,Utility-token,100000000.0,ERC-20,0,0,1,1,11.0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,0,No,No,0,0,0,high,unknown,Cayman Islands,0,0,0,0,0,1,1,1,0,0,0,Privacy & Security,10.0,0,1,0,USD,USD,0.0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,37,50.0,1,Privacy & Security,36
USD,1,Security,2000000.0,ERC-20,1,1,0,0,22.0,1,1,0,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,1,0,0,unknown,joint-stock corporation,Singapore,0,0,0,0,0,0,0,0,0,0,0,Finance,6.0,0,1,1,USD,USD,3.0,0.0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0,1,Finance,0
USD,1,Utility-token,1000000000.0,ERC-20,0,1,0,1,23.0,1,1,0,1,0,1.0,1,1,0,0.0,0.0,1,0,No,BoostVC; Fintech Blockchain Group; CoinFund,1,0,0,medium,joint-stock corporation,United States,0,0,1,0,0,0,1,1,0,0,0,Marketplaces,10.0,0,1,1,USD,USD,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,15,15.0,1,Marketplaces,14
ETH,1,Cryptocurrency,6206858.0,ERC-20,1,0,1,0,21.0,0,0,0,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,1,1,1,high,unknown,unknown,0,0,0,0,0,0,0,0,0,0,1,Payments,3.0,0,1,1,ETH,ETH,1.0,23.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,30,30.0,0,Payments,29
tokens,0,New Blockchain,56921773.0,ERC-20,0,0,1,1,29.0,1,1,9,1,0,1.0,0,1,0,0.0,0.0,0,1,No,Pantera Capital,0,1,0,high,joint-stock corporation,Gibraltar,0,0,0,0,0,1,1,1,0,0,0,Video Games & VR,19.0,0,1,0,tokens,tokens,1.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,30,30.0,1,Video Games & VR,29
tokens,1,Utility-token,860000000.0,ERC-20,0,0,1,1,17.0,0,0,1,0,0,0.0,0,1,0,1.0,0.0,0,1,S2 Capital; F50; Comet Labs; Legend Star,Pantera Capital,0,1,1,unknown,joint-stock corporation,United States,0,0,0,0,0,1,1,1,1,0,0,Drugs & Healthcare,10.0,0,1,0,tokens,tokens,0.0,10.0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,36,36.0,1,Drugs & Healthcare,35
USD,1,Utility-token,1000000000.0,ERC-20,0,0,1,1,25.0,1,1,0,0,1,0.0,0,1,0,1.0,0.0,1,0,Liquid2; Passport Capital,No,1,1,1,high,joint-stock corporation,United States,0,0,0,0,0,1,1,0,0,0,1,Marketplaces,20.0,0,1,0,USD,USD,0.0,0.0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1.0,1,Marketplaces,0
EUR,1,New Blockchain,1300000000.0,ERC-20,0,0,1,1,127.0,0,0,5,0,1,1.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,neutral,joint-stock corporation,France,0,0,0,0,0,1,0,0,1,1,0,Payments,31.0,0,1,1,EUR,EUR,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,30,32.0,0,Payments,29
ETH,1,Utility-token,1200000000.0,ERC-20,0,0,1,1,23.0,1,1,1,0,0,1.0,1,1,0,1.0,0.0,0,1,No,No,0,1,0,high,joint-stock corporation,United Kingdom,0,0,0,0,0,1,0,0,1,1,1,Marketplaces,1.0,0,1,0,ETH,ETH,0.0,9.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,15,15.0,0,Marketplaces,14
USD,1,Utility-token,3750000000.0,ERC-20,0,0,1,1,19.0,1,0,1,0,1,0.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,low,joint-stock corporation,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,15.0,1,1,0,USD,USD,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,31,31.0,1,Trading & Exchanges,30
tokens,0,Utility-token,1500000000.0,ERC-20,0,0,1,1,34.0,0,0,0,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Singapore,0,0,0,0,0,1,0,0,1,1,0,Travel & Tourisim,9.0,0,1,0,tokens,tokens,0.0,17.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,29,29.0,1,Travel & Tourisim,28
BTC,1,Security,8888888888.0,NEM,0,0,0,0,16.0,0,0,0,0,0,0.0,0,0,0,1.0,0.0,0,1,No,No,0,0,0,high,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Agriculture,0.0,0,1,1,BTC,BTC,1.0,93.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,38,38.0,1,Agriculture,37
USD,1,Utility-token,750000000.0,ERC-20,0,0,1,1,18.0,0,0,1,0,1,1.0,0,1,0,1.0,0.0,0,1,Global Brain,No,0,1,1,neutral,joint-stock corporation,Singapore,0,0,0,0,0,1,1,0,1,0,1,Marketplaces,27.0,0,1,0,USD,USD,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8,4.0,1,Marketplaces,7
USD,0,Utility-token,77663987.0,"Waves,ERC-20",0,0,1,1,15.0,1,1,0,0,1,1.0,0,0,0,0.0,0.0,1,0,No,No,1,1,0,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Communications,5.0,0,1,1,USD,USD,0.0,17.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18,38.0,0,Communications,17
USD,1,Utility-token,150000000.0,ERC-20,0,0,1,0,14.0,1,1,1,0,0,0.0,1,1,0,1.0,0.0,1,0,Flybridge,Digital Currency Group; Pantera Capital; Fenbushi,0,0,1,high,joint-stock corporation,United States,0,0,0,0,0,0,0,0,0,0,0,Marketplaces,45.0,0,1,0,USD,USD,1.0,0.0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,2,5.0,1,Marketplaces,1
tokens,1,Cryptocurrency,1250000000.0,ERC-20,0,0,1,1,34.0,0,0,8,0,0,1.0,1,1,1,0.0,0.0,0,1,No,No,0,1,0,high,limited liability partnership,Singapore,0,0,0,0,0,0,1,1,0,0,0,Video Games & VR,35.0,0,1,0,tokens,tokens,0.0,50.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,29,29.0,1,Video Games & VR,28
tokens,1,Security,127425494.0,ERC-20,0,0,0,1,61.0,1,0,2,0,1,0.0,0,1,1,0.0,0.0,1,0,Quadrat Capital; Catagonia Limited,No,1,1,1,neutral,joint-stock corporation,Switzerland,0,0,0,0,0,1,1,0,0,0,0,Cryptocurrency Mining,100.0,0,1,0,tokens,tokens,1.0,30.0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,31,31.0,1,Cryptocurrency Mining,30
tokens,1,Security,5000000.0,ERC-20,0,0,0,1,10.0,0,0,1,0,0,1.0,0,0,0,0.0,0.0,1,0,No,No,0,0,0,low,joint-stock corporation,United Kingdom,0,0,0,0,0,0,1,0,0,0,0,Trading & Exchanges,1.0,0,1,1,tokens,tokens,1.0,23.0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,29,29.0,1,Trading & Exchanges,28
tokens,1,Security,6666666.0,ERC-20,0,0,0,1,0.0,0,0,3,0,0,0.0,0,0,0,0.0,0.0,0,1,No,No,0,0,0,unknown,other,Switzerland,0,0,0,0,0,0,1,0,0,1,0,Events & Entertainment,3.0,1,1,0,tokens,tokens,1.0,99.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,57,28.0,1,Events & Entertainment,56
tokens,0,Utility-token,1000000000.0,ERC-20,0,0,1,1,26.0,0,0,2,0,1,1.0,0,0,0,0.0,0.0,0,1,No,No,0,0,1,neutral,joint-stock corporation,United States,0,0,0,0,1,1,0,0,0,0,0,Blockchain Infrastructure,34.0,0,1,0,tokens,tokens,0.0,58.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,29,29.0,1,Blockchain Infrastructure,28
ETH,1,Utility-token,1300000000.0,ERC-20,0,0,1,1,40.0,1,1,0,0,0,1.0,0,1,0,0.0,0.0,0,1,No,No,0,0,0,high,joint-stock corporation,Estonia,0,0,0,0,0,1,1,1,0,0,0,Finance,29.0,1,1,0,ETH,ETH,0.0,9.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,33,33.0,1,Finance,32
USD,1,Utility-token,25000000.0,ERC-20,0,0,1,1,27.0,0,0,1,0,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,high,joint-stock corporation,Singapore,0,1,0,0,0,1,1,1,0,0,0,Finance,26.0,1,1,0,USD,USD,2.0,28.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,39,39.0,1,Finance,38
tokens,1,Utility-token,130000000.0,ERC-20,0,1,0,1,26.0,0,0,0,0,1,1.0,0,0,0,0.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Marshall Islands,0,0,0,0,0,1,1,0,0,0,0,Insurance,2.0,1,1,0,tokens,tokens,0.0,13.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31,31.0,1,Insurance,30
tokens,1,Security,113300000.0,ERC-20,0,0,1,1,67.0,1,1,5,0,1,0.0,0,1,0,1.0,0.0,0,1,No,No,1,1,0,high,joint-stock corporation,Switzerland,0,1,0,0,0,1,1,0,0,0,0,Finance,41.0,1,1,0,tokens,tokens,2.0,9.0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,46,46.0,0,Finance,45
USD,1,Security,21420275.0,ERC-20,0,0,1,1,36.0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0,1,CapInvest21,0,0,1,1,high,unknown,Singapore,0,0,0,0,0,1,1,1,0,0,0,Finance,23.0,0,1,1,USD,USD,1.0,5.0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,31,31.0,0,Finance,30
tokens;ETH,1,Utility-token,100000000.0,ERC-20,0,1,1,1,47.0,1,1,1,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,1,0,unknown,joint-stock corporation,Singapore,0,0,0,0,0,1,1,1,0,0,1,Finance,19.0,0,1,1,tokens,ETH,0.0,9.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,53,53.0,1,Finance,52
USD,1,Utility-token,85558364.0,ERC-20,0,0,0,1,26.0,0,0,1,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,neutral,joint-stock corporation,United States,0,0,0,0,0,0,0,0,1,0,0,Video Games & VR,6.0,0,1,0,USD,USD,0.0,41.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,29.0,1,Video Games & VR,0
ETH,1,Utility-token,763337097.0,ERC-20,0,0,1,1,26.0,1,1,2,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,0,0,low,unknown,Gibraltar,0,0,0,0,0,0,0,0,1,1,1,Content Management,5.0,0,1,1,ETH,ETH,0.0,23.0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,31,31.0,1,Content Management,30
USD,1,Security,12500000.0,ERC-20,0,0,1,1,13.0,0,0,0,0,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,0,1,high,unknown,Singapore,0,0,0,0,0,0,0,0,0,0,0,Finance,2.0,0,1,1,USD,USD,2.0,17.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,49,49.0,1,Finance,48
ETH,0,New Blockchain,81920000.0,ERC-20,0,0,1,1,60.0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,Eastmore Group; Alpview Capital,No,0,1,1,high,joint-stock corporation,Singapore,0,0,0,0,0,0,1,1,0,0,0,Finance,43.0,0,1,0,ETH,ETH,2.0,5.0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,10,11.0,0,Finance,9
ETH,1,Utility-token,100000000.0,ERC-20,0,1,0,0,42.0,1,1,3,1,1,1.0,0,1,0,1.0,0.0,1,0,Bullpen Capital; GoAhead Ventures; Social Starts,No,0,1,1,neutral,joint-stock corporation,United States,0,0,0,0,0,0,1,0,0,1,0,Video Games & VR,0.0,1,1,1,ETH,ETH,1.0,41.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,109,109.0,1,Video Games & VR,108
USD,1,Utility-token,1000000000.0,ERC-20,0,1,1,1,38.0,0,0,1,0,0,1.0,0,1,0,1.0,0.0,0,1,No,No,0,1,0,high,joint-stock corporation,Hong Kong,0,0,0,0,0,0,0,1,0,0,0,Commerce & Advertising,16.0,0,1,0,USD,USD,0.0,5.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,2,16.0,1,Commerce & Advertising,1
ETH,0,Utility-token,700000000.0,ERC-20,0,0,1,1,59.0,1,1,1,0,1,1.0,1,1,0,1.0,0.0,0,1,No,BlockAsset Fund;Collinstar Capital; Node Capital; Star Capital; Aware Capital; LinkVC; ChainPE; Tally Capital,0,0,0,high,foundation,Singapore,0,0,0,0,0,1,1,1,0,0,0,Blockchain Infrastructure,30.0,0,1,0,ETH,ETH,0.0,21.0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,14,23.0,0,Blockchain Infrastructure,13
USD;tokens,1,Security,95000000.0,ERC-20,0,0,1,1,23.0,0,0,1,0,1,1.0,0,0,0,1.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Singapore,0,0,0,0,0,1,1,0,0,1,1,Finance,3.0,0,1,1,USD,tokens,2.0,20.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,28,28.0,0,Finance,27
ETH,1,Utility-token,1000000000.0,ERC-20,0,0,1,1,54.0,1,0,1,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Cayman Islands,0,0,0,0,0,1,1,1,0,1,1,Payments,30.0,0,1,0,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,32.0,0,Payments,1
tokens,1,Utility-token,34500000.0,ERC-20,1,0,1,1,29.0,1,1,6,1,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,neutral,joint-stock corporation,Singapore,0,0,0,0,0,0,0,0,1,1,0,Cryptocurrency Mining,21.0,0,1,0,tokens,tokens,1.0,17.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,62,62.0,0,Cryptocurrency Mining,61
USD,0,Utility-token,23990398.0,ERC-20,0,0,1,1,38.0,1,1,0,0,0,1.0,1,1,1,0.0,0.0,1,0,No,No,0,1,1,high,limited liability partnership,United States,0,0,0,0,0,1,0,0,0,0,0,Privacy & Security,21.0,0,1,1,USD,USD,2.0,17.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,81,81.0,0,Privacy & Security,80
ETH,1,Utility-token,1000000000.0,ERC-20,0,0,0,1,28.0,1,1,3,0,1,1.0,1,1,0,0.0,0.0,1,0,No,Nirvana Capital,0,1,1,unknown,limited liability partnership,Switzerland,0,0,0,0,0,0,0,0,0,0,0,Cloud Computing,8.0,0,1,1,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,3,1.0,1,Cloud Computing,2
tokens,0,Utility-token,300000000.0,ERC-20,0,0,1,1,64.0,0,0,3,0,1,1.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,neutral,joint-stock corporation,United States,0,0,0,0,0,1,0,1,1,1,0,Energy & Utilities,75.0,0,1,0,tokens,tokens,1.0,35.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13,13.0,1,Energy & Utilities,12
USD,1,Utility-token,33368773.0,ERC-20,0,0,1,1,41.0,1,1,2,1,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,neutral,foundation,Netherlands,0,0,0,0,0,0,1,0,0,0,0,Events & Entertainment,8.0,1,1,1,USD,USD,1.0,14.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,29,29.0,1,Events & Entertainment,28
tokens,1,Utility-token,5600000.0,ERC-20,0,0,1,1,34.0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1,0,No,No,0,1,1,low,joint-stock corporation,British Virgin Islands,1,0,0,0,0,0,1,0,0,0,0,Privacy & Security,4.0,0,1,1,tokens,tokens,1.0,20.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,31,31.0,1,Privacy & Security,30
ETH,0,Security,1000000000.0,ERC-20,0,0,1,1,27.0,1,1,0,1,1,1.0,0,1,0,1.0,0.0,0,1,500 Startups; The FinLab,No,0,1,1,high,foundation,Singapore,0,0,0,0,0,1,1,1,1,0,0,Finance,14.0,0,1,1,ETH,ETH,0.0,17.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,41,38.0,1,Finance,40
USD;ETH,1,Utility-token,14765425.0,ERC-20,0,0,1,0,21.0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1,0,No,No,0,0,1,high,joint-stock corporation,British Virgin Islands,0,0,0,0,0,1,1,1,0,0,0,Finance,36.0,0,1,1,USD,ETH,3.0,9.0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,28,28.0,1,Finance,27
USD,1,Utility-token,31801784.0,ERC-20,0,0,0,1,38.0,0,0,9,0,1,1.0,0,1,0,0.0,0.0,1,0,IVA Ventures,No,0,0,0,high,joint-stock corporation,Singapore,0,0,0,0,0,0,0,0,0,0,0,Content Management,7.0,0,1,1,USD,USD,0.0,5.0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,16,15.0,1,Content Management,15
tokens,0,Utility-token,532337.0,ERC-20,0,0,1,0,33.0,1,1,0,1,1,0.0,0,0,0,0.0,0.0,1,0,No,No,1,1,1,high,limited liability partnership,Singapore,0,0,0,0,0,0,0,0,1,0,0,Finance,8.0,0,0,0,tokens,tokens,40.0,17.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,32,32.0,0,Finance,31
tokens,1,Security,5000000.0,ERC-20,0,0,0,0,12.0,1,1,0,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,0,0,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Gambling & Betting,0.0,0,1,0,tokens,tokens,2.0,35.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,15,15.0,1,Gambling & Betting,14
BTC,1,Utility-token,87000000.0,ERC-20,0,0,0,1,40.0,1,1,1,0,0,1.0,1,1,0,0.0,0.0,0,1,No,No,0,1,0,high,joint-stock corporation,France,0,0,0,0,0,0,0,0,1,1,0,Cloud Computing,12.0,0,1,1,BTC,BTC,0.0,0.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,24.0,1,Cloud Computing,0
USD,0,Cryptocurrency,46016625.0,Waves,0,0,1,0,10.0,0,0,0,0,0,0.0,0,0,0,1.0,0.0,1,0,No,No,0,0,0,unknown,joint-stock corporation,Australia,0,0,0,0,0,0,0,0,0,0,0,Commerce & Advertising,1.0,0,1,1,USD,USD,0.0,40.0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,61,61.0,1,Commerce & Advertising,60
tokens,1,Utility-token,400000000.0,ERC-20,0,0,1,1,31.0,1,1,2,1,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,0,0,unknown,limited liability partnership,Ireland,0,0,0,1,0,1,1,1,0,0,0,Social Networks,56.0,1,1,1,tokens,tokens,0.0,7.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,22,22.0,1,Social Networks,21
ETH,1,Utility-token,170622047.0,ERC-20,0,0,1,0,41.0,1,1,0,0,0,1.0,1,1,0,1.0,0.0,0,1,No,Coinsilium,0,1,0,medium,joint-stock corporation,Singapore,0,0,0,0,0,1,1,0,0,0,1,Social Networks,9.0,0,1,1,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,33,33.0,1,Social Networks,32
ETH,1,Utility-token,300000000.0,ERC-20,0,0,1,1,24.0,1,0,1,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,low,unknown,Cayman Islands,0,0,0,0,0,1,1,1,0,0,1,Data Analytics,18.0,0,1,0,ETH,ETH,0.0,9.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,19,19.0,1,Data Analytics,18
USD,1,Security,50000000.0,ERC-20,0,0,0,1,34.0,1,0,3,1,1,0.0,0,0,0,0.0,0.0,1,0,No,No,0,0,1,low,joint-stock corporation,Cyprus,1,0,0,0,0,1,1,0,1,0,0,Finance,8.0,0,1,0,USD,USD,1.0,20.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,84,84.0,1,Finance,83
USD,1,Utility-token,300000000.0,ERC-20,0,0,1,1,51.0,0,0,2,0,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,neutral,joint-stock corporation,Liechtenstein,0,0,0,0,0,1,1,1,1,0,0,Insurance,17.0,0,1,1,USD,USD,0.0,9.0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,22.0,1,Insurance,0
