name_other,cap_unit,cap_includes_presale,token_type,total_number_of_tokens,token_standard,additional_token_emissions,Crowdsale is auction,Has a presale,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,address,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,ethereum_contract_address,ico_start_date,ico_end_date_actual,Total amount raised (USDm),BTC_ret_ico_period,Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,Team tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",presale_transparent,industry.1
CryptoPing,BTC,1,Utility-token,10000000.0,Waves,0,0,0,0,10.0,1,1,0,0,0,0.0,0,0,0,0.0,0.0,1,0,No,No,0,0,0,unknown,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,not applicable,5/24/2017,6/25/2017,3.0,0,1,0,BTC,BTC,0.0,13.0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,33,33.0,1,Trading & Exchanges
DADI,USD,1,Utility-token,100000000.0,ERC-20,0,0,1,1,33.0,1,1,5,1,1,1.0,1,1,0,0.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,United Kingdom,"7 Marylebone Lane, London, W1U 1DF",0,0,0,0,0,1,0,0,0,0,0,Cloud Computing,0xfb2f26f266fb2805a387230f2aa0a331b4d96fba,1/29/2018,2/28/2018,29.0,0,1,1,USD,USD,1.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,31,1.0,1,Cloud Computing
DAO.Casino,ETH,0,Utility-token,167270821.0,ERC-20,0,0,1,1,16.0,1,1,1,0,0,1.0,1,1,0,0.0,0.0,1,0,No,No,0,1,0,high,joint-stock corporation,Singapore,"DC Labs Pte. Ltd., 79 AYER RAJAH CRESCENT #05-08 SINGAPORE 139955",0,0,0,0,0,0,1,0,0,0,0,Gambling & Betting,0x8aa33a7899fcc8ea5fbe6a608a109c3893a1b8b2,6/29/2017,7/21/2017,12.0,0,1,0,ETH,ETH,0.0,30.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,23,23.0,0,Gambling & Betting
Datum,ETH,1,Utility-token,2653841597.0,ERC-20,0,0,1,1,37.0,1,1,1,0,1,0.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,neutral,limited liability partnership,Switzerland,"Datum Network GmbH,  Gotthardstrasse 26, 6300 Zug",0,0,0,0,0,1,1,1,1,0,0,Commerce & Advertising,0x81c9151de0c8bafcd325a57e3db5a5df1cebf79c,10/29/2017,11/29/2017,7.0,0,1,1,ETH,ETH,0.0,13.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,32,32.0,1,Commerce & Advertising
DCORP,EUR,1,Security,8094002.0,ERC-20,1,0,0,1,26.0,0,0,0,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,1,1,1,neutral,limited liability partnership,Netherlands,unknown,0,0,0,0,0,0,0,0,1,0,0,Finance,0x621d78f2ef2fd937bfca696cabaf9a779f59b3ed,6/1/2017,6/29/2017,5.0,0,1,1,EUR,EUR,1.0,38.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29,29.0,1,Finance
Debitum Network (DBT),ETH,1,Utility-token,400000000.0,ERC-223,0,0,0,1,88.0,0,0,0,0,1,1.0,1,1,0,1.0,0.0,0,1,No,No,0,0,1,unknown,joint-stock corporation,Gibraltar,unknown,0,1,0,0,0,1,1,0,1,1,1,Finance,0x151202c9c18e495656f372281f493eb7698961d5,12/7/2017,2/26/2018,21.0,-1,1,0,ETH,ETH,0.0,25.0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,82,82.0,1,Finance
Decentraland,ETH,1,Utility-token,2644403342.0,ERC-20,1,0,0,1,15.0,1,1,2,1,0,1.0,1,1,0,1.0,0.0,1,0,No,Kenetic Capital,0,0,0,medium,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,0,1,1,0,0,0,Video Games & VR,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,8/17/2017,8/17/2017,26.0,0,1,0,ETH,ETH,0.0,40.0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,10.0,1,Video Games & VR
Devery,USD,1,Utility-token,100000000.0,ERC-20,0,0,1,1,11.0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,0,No,No,0,0,0,high,unknown,Cayman Islands,unknown,0,0,0,0,0,1,1,1,0,0,0,Privacy & Security,0x923108a439c4e8c2315c4f6521e5ce95b44e9b4c,12/14/2017,1/19/2018,10.0,0,1,0,USD,USD,0.0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,37,50.0,1,Privacy & Security
DigixDAO,USD,1,Security,2000000.0,ERC-20,1,1,0,0,22.0,1,1,0,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,1,0,0,unknown,joint-stock corporation,Singapore,"DigixGlobal Pte Ltd, 10 Anson Road #05-17, International Plaza, Singapore 079903",0,0,0,0,0,0,0,0,0,0,0,Finance,0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,3/30/2016,3/30/2016,6.0,0,1,1,USD,USD,3.0,0.0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0,1,Finance
district0x,USD,1,Utility-token,1000000000.0,ERC-20,0,1,0,1,23.0,1,1,0,1,0,1.0,1,1,0,0.0,0.0,1,0,No,BoostVC; Fintech Blockchain Group; CoinFund,1,0,0,medium,joint-stock corporation,United States,unknown,0,0,1,0,0,0,1,1,0,0,0,Marketplaces,0x0abdace70d3790235af448c88547603b945604ea,7/18/2017,8/1/2017,10.0,0,1,1,USD,USD,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,15,15.0,1,Marketplaces
Divi,ETH,1,Cryptocurrency,6206858.0,ERC-20,1,0,1,0,21.0,0,0,0,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,1,1,1,high,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,1,Payments,0x13f11c9905a08ca76e3e853be63d4f0944326c72,10/27/2017,11/25/2017,3.0,0,1,1,ETH,ETH,1.0,23.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,30,30.0,0,Payments
DMarket,tokens,0,New Blockchain,56921773.0,ERC-20,0,0,1,1,29.0,1,1,9,1,0,1.0,0,1,0,0.0,0.0,0,1,No,Pantera Capital,0,1,0,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,0,0,0,Video Games & VR,0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1,10/30/2017,11/28/2017,19.0,0,1,0,tokens,tokens,1.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,30,30.0,1,Video Games & VR
doc.ai,tokens,1,Utility-token,860000000.0,ERC-20,0,0,1,1,17.0,0,0,1,0,0,0.0,0,1,0,1.0,0.0,0,1,S2 Capital; F50; Comet Labs; Legend Star,Pantera Capital,0,1,1,unknown,joint-stock corporation,United States,"540 Bryant St Suite 200, Palo Alto, CA 94301",0,0,0,0,0,1,1,1,1,0,0,Drugs & Healthcare,unknown,9/7/2017,10/12/2017,10.0,0,1,0,tokens,tokens,0.0,10.0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,36,36.0,1,Drugs & Healthcare
Dock.io (DOCK),USD,1,Utility-token,1000000000.0,ERC-20,0,0,1,1,25.0,1,1,0,0,1,0.0,0,1,0,1.0,0.0,1,0,Liquid2; Passport Capital,No,1,1,1,high,joint-stock corporation,United States,unknown,0,0,0,0,0,1,1,0,0,0,1,Marketplaces,0xe5dada80aa6477e85d09747f2842f7993d0df71c,2/21/2018,2/21/2018,20.0,0,1,0,USD,USD,0.0,0.0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1.0,1,Marketplaces
DomRaider,EUR,1,New Blockchain,1300000000.0,ERC-20,0,0,1,1,127.0,0,0,5,0,1,1.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,neutral,joint-stock corporation,France,"22 Allée Alan Turing, 63000 Clermont-Ferrand",0,0,0,0,0,1,0,0,1,1,0,Payments,0x9af4f26941677c706cfecf6d3379ff01bb85d5ab,9/10/2017,10/9/2017,31.0,0,1,1,EUR,EUR,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,30,32.0,0,Payments
Dovu,ETH,1,Utility-token,1200000000.0,ERC-20,0,0,1,1,23.0,1,1,1,0,0,1.0,1,1,0,1.0,0.0,0,1,No,No,0,1,0,high,joint-stock corporation,United Kingdom,"1st Floor College Green, College Green House 32-36, BS1 5SP, Bristol",0,0,0,0,0,1,0,0,1,1,1,Marketplaces,0xac3211a5025414af2866ff09c23fc18bc97e79b1,10/3/2017,10/17/2017,1.0,0,1,0,ETH,ETH,0.0,9.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,15,15.0,0,Marketplaces
Dynamic Trading Rights,USD,1,Utility-token,3750000000.0,ERC-20,0,0,1,1,19.0,1,0,1,0,1,0.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,low,joint-stock corporation,United Kingdom,"oken Holdings Limited, 3rd Floor 207 Regent Street, London, W1B 3HH",0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,0xd234bf2410a0009df9c3c63b610c09738f18ccd7,11/6/2017,12/6/2017,15.0,1,1,0,USD,USD,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,31,31.0,1,Trading & Exchanges
EBCoin,tokens,0,Utility-token,1500000000.0,ERC-20,0,0,1,1,34.0,0,0,0,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Singapore,"EBC FOUNDATION PTE. LTD., 6 BATTERY ROAD #10-01 SINGAPORE 049909",0,0,0,0,0,1,0,0,1,1,0,Travel & Tourisim,0xec2e5c8d51fdd54fef83db8300399a3c2e167922,1/16/2018,2/13/2018,9.0,0,1,0,tokens,tokens,0.0,17.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,29,29.0,1,Travel & Tourisim
Ecobit,BTC,1,Security,8888888888.0,NEM,0,0,0,0,16.0,0,0,0,0,0,0.0,0,0,0,1.0,0.0,0,1,No,No,0,0,0,high,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Agriculture,not applicable,5/9/2017,6/15/2017,0.0,0,1,1,BTC,BTC,1.0,93.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,38,38.0,1,Agriculture
Electrify.Asia (ELEC),USD,1,Utility-token,750000000.0,ERC-20,0,0,1,1,18.0,0,0,1,0,1,1.0,0,1,0,1.0,0.0,0,1,Global Brain,No,0,1,1,neutral,joint-stock corporation,Singapore," ELECTRIFY ASIA PRIVATE LIMITED, 3 TEMASEK AVENUE #18-01 CENTENNIAL TOWER SINGAPORE 039190",0,0,0,0,0,1,1,0,1,0,1,Marketplaces,0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,2/23/2018,3/2/2018,27.0,0,1,0,USD,USD,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8,4.0,1,Marketplaces
